0,reposted wine wheel im trying figure aerate wine generate power time barware reimagined thank everyone taking time look glass nonsense really nfs
0,dark side galaxy might say seen beautiful bit hidden underside singularity series space station friendly reminder space cadets forget check booty
0,10mm slide
0,spinner
0,marble mutations
0,old story post damm beautiful share rig
0,says key planet planet anyone new stop looking surface pay attention techniques used create overall shape able understand piece
0,nerd sesh comic bookanime art show october 5th 4pm 12 ages event 1480 south e street san bernardinoca entry fee 8 presale 10 door 5 discount door come cosplay ticket link bio nerd con expanded trade show featuring original comic book creators cartoonanime artists video game tournament provided 3bit games cosplay contest video game tournament pin vendors live painters healing crystal vendors vegan food booths event showcasing many creative minded individuals community beyond desire create environment inclusive supportive highlighting artists show also include several amazing musicians live bands electronic djs open submissions participate event send submissions links social media andor photographs work email send submissions hippieconevents
0,marble mutations marble carlos montez
0,
0,meanwhile im bit rd prep todays lesson starts another returning student youd like taster beginners lesson available brightons glassblowing studio 121 group bookings welcome torch space rental available experienced check website details classes gud week u like work would like support spending penny please post comment share work truly appreciated thanks looking info work lessons repairs hit bio go site wwwbrightonglasscouk
0,man felt good get finnished really liking floater design whipped sure one guys dm info make one
0,swipe right check lineup pleasure back painting vibe high 2019 come join us wonderful weekend
0,ones large gearing bunch new shirts weekend check etsy hmu questions
0,pipe classic 12
0,rockin set proper thanks believing us pal fresh set sittin reeeaaalll clean set forever arsenal get one today
0,happier 2019 single uptake recycler done haterade blue dream function chugs hard almost shakes table dumping bubbles like pro shape function design piece lots respect man making clean recycler
0,tenacious tool long time homie
0,tenacious tool heading guy
0,took week smoking cheers another weekend shaping
0,function lil dub available online shipped free store open noon
0,colourful lineup en route korey recyclers usually sell quite quickly dm us eyeing
0,hanging baskets great
0,stoked brother new acquisition opportunity rage take nice pictures cfl im sure keeping good care enjoy brother function vid
0,didnt go quite well planned 1st try im pretty happy results
0,beautiful worked recycler arriving soon along clear coloured recyclers slides
0,
0,open 109 today stop pick gear weekend ahead
0,sun art
0,would drink one step closer full acceptance
0,creation imitation saturation generation
0,cat small wish could tiny cute
0,hit etsy inquiring could encapsulate rare crystals obviously little nervous hot unpredictable glass something rare knows gonna happen lol came quite beautifully posting pictures next days thank trust
0,custom 14mm bowl piece antidote dusk swirl antidote horn simple clean custom brotha
0,empyrion
0,meanwhile returns another lesson today hell also able rent torch station prity soon come practice melt till hearts content hell also think glass name prity soon youd like taster beginner lessons available brightons glassblowing studio 121 group bookings welcome check website details classes gud week u like work would like support spending penny please post comment share work truly appreciated thanks looking info work lessons repairs hit bio go site wwwbrightonglasscouk
0,ill set back wall asheville music hall weekend ive always got new art come see art sale dm interested
0,another day risen joy
0,sorry shot video gonna make better one later today home work
0,design put together seriously go check guy got everything need caps tools eggs dab accessories
0,another artist whose work seriously love fellow hoosier series clever amazing function actual legos definitely make sure check
0,opal tray turned art prints leggings phone cases
0,need new chillum weve got sweet guys stock made usa
0,brand new yellow big shots hit shelf 17th ave shop stop dm reserve aardvark piece custom case available
0,come swim july 2019 another piece made class penland carmen presented us cobalt blue glass base jumping board idea could think immediately envision little figure diving fortunate went instinct say rarely came exactly pictured happier outcome really love simple yet expressive one idea came million thanks looking
0,went turned killa gorilla trilla gorilla cant express thankful nick making pendy plating teeth fact still cant even believe stunning art
0,gazing eternity u n b n b l e canvas exploring depths wonderful experience paint opened lots new doors expect new ones finished relocation denver next week excited new chapter art friendship
0,piece working week opals shining
0,finished pelican case custom looking invest batch cases decorate give valuables even extra flare may mess around color switch fun idea flip switch paint job hit tattoos custom art paints
0,vegas home hot girlssome us 110 degrees right
0,got blanks available claim good afternoon 2 blues gitd glow dark blue peacock
0,took couple notes one favorite artists
0,behind scenes recess
0,2017 pendant one favorite artists
0,take moment rest eyes absolute masterpiece titled honey dragon functional glass sculpture created ultra talented joe peters going want head right artist page see angles remarkable piece image amazing
0,tag squad artist
0,woke today thinking x masterpiece years back heres sharing dreams
0,hid milles one dm scoop thanks support
0,havent much time move studio past month find time knock symmetrical piece would love hear guys think follow follow
0,check colorful skull mashup made photography
0,
0,cosmic carnival collab w check video page
0,another angle pendant posted yesterday shade imagine opal light wonderful day everyone
0,finishing baddie tonight one crispy attachment taking blowtube already spoken hope enjoyed ill post finished tomorrow afternoon everyone see
0,everybody wanna bag wont go get else bangin new jawny raging rettid slide sexy floating opal
0,artists owned video
0,might humbling day glass collecting experience terrible pics chip justice icy millie chip exact image inspired begin collecting glass 7 years ago fortunate lot glass life say right one treasured pieces art thank much allowing finally end search image even incredible person
0,favorite fume artist favorites sections used v2 trashcycler available ʕ
0,love glass
0,playing around drawings sherlocks like way doodleface turned cactus held perfectly lol
0,top 4 favorite pendants 2019 far one favorite information used strictly research purposes
0,swipe please
0,allinone station
0,rewig rainbows yellow jacket one new favorite sherlock thanks support check page new scoop
0,key lime
0,explanation behind inspiration create dragonhawks peekajones goes deeper get ready
0,wanted go ahead get throwback goin beautiful thursday definitely favorite project completed since started wire wrapping big shout making best collab ever part inspiring everyday blessed eyes beautiful artwork go favor work absolutely stunning around amazing human
0,first screen bowl pretty proud even though wonky hell
0,another beauty evening take number 57 molecule rig little dab rig cap dab tool dab mat x banger concentrates thanks like always hit give follow
0,friendly reminder everything doesnt always work first try collection failed frames coils gone unused coils upcycled frames go hope everyone wonderful night infinite love
0,couple pendants made last night
0,august 17th orange county two new pin drops share well 11 custom enamel pin modification designs mod artists also bringing usual pins patches prints stickers spoons heady accessories may find booth hope see next weekend booth
0,heres new sidelox dry pipe design ive working angles soon thanks looking
0,sometimes later becomes never small changes gunna made soon positive ones getting ready enjoy weekend soon nice one love fucken mystic blue rig cap dabber banger mat x
0,new blown mike lee clean heady get enough luigi also functional hand pipe attached
0,finally finished functioning like boss sips rips
0,quick shout man posting extremely dope gory eyeball dabber theheadychimpcom interested checking work head website artist looking sell online directly customers create account takes five minutes set new online shop theheadychimpcom
0,handmade jewelry silver gemstones featuring moldavites blue kyanites amethyst citrine crystal cut ganesha ring custom made dm photos details available works thanks everyone love support
0,check beautiful piece friend made crazy credit heres new sidelox dry pipe design ive working angles soon thanks looking
0,uv reactive reaction
0,first time trying flat bail gonna throw joint back kiln striking
0,sun shining perfectly gorgeous new space fumed skull pendant grabs headyhawaiicom
0,nice medium lit dab shatter always perfect temp using toro grail chips really show one
0,two shirts part donation project pleated spiral scrunch two sided mandala ladies tees
0,1 powerful creative tools must take care like vital organ bodynurture shit kid good friend mine thru glass told much younger need train glass like athlete trains play sport sense train mind work infinite directions possibilities flex
0,1 powerful creative tools must take care like vital organ bodynurture shit kid good friend mine thru glass told much younger need train glass like athlete trains play sport sense train mind work infinite directions possibilities flex
0,going nice dab deep breath end long day work minute since ive shown rig love shoutout always killing retti rig cap quartz
0,custom amazing client post quick video mesmerized spectrums color pass piece
0,picked couple sick bubble caps week favorite shop cfl colours amazing shifts left called yoshi right called neo opal makes greatest bubble caps amazing colours go check see great selection
0,tag friends artist
0,cant wait new drop kraken dry pieces piece made 2013 2014 timeless beauty gorgeous cheers photo artist
0,galaxy carmel spiral reversal
0,day two working fair pretty fun co workers make amazing
0,hey yeah check latest post follow
0,ive really slacking glass regulator get messed j tried fix didnt work took little break focus life aspects finally got new regulator way ill back business time im sorry lack posts interaction ill back grind soon need get back like piece missing ill back stronger ever crazy new work ready
0,hearing offers one till end day whatchu think stylecolor removable 90 ive done color supa phresh humble opinion
0,amazing video made man buck always favorite artist looking artworks much fun hope see collab one day nice day video artist
0,waitin night moment waitin year moment dabbing x using flat top insert song x cinderella
0,happy giving appreciation post ever swing grab theu acquired much looking forward see future great day
0,happy giving appreciation post ever swing grab theu acquired much looking forward see future great day
0,pretty stoked lil sherlock faintest amount rainbow fume rake along fumed marble
0,pretty stoked lil sherlock faintest amount rainbow fume rake along fumed marble
0,form function amazing smooth hit amount water thing holds amazing perfect sickall water cools smoke enough
0,playing around new lighting camera settings think safe say im finally capturing glass way want need quality phone camera rig cap quartz
0,opal fucken huge excuse well used banger
0,one time mushroom tees still sizes left
0,crushed opal camp cup materials
0,first full color recycler fully charcoal hand ground 14mm joint 10mm 2 hole diffy downstem thanks looking
0,x
0,repost throwin back time made sure happened beast one favs love expression devils face ready cheers photo artist
0,sorry awhile come threw tonight
0,available coins msg info thanks
0,glad say found home
0,reposted nfa 16 working first job heard news remember day though happened yesterday rat dog played hampton beach nh day bobby encored knockin heavens door huge exodus heads hampton beach day memorializing jerry
0,gorgeous little lineworked potion bottle features removable 2hole diffy matching 10mm flower slide come say hi check little beauty
0,pipe classic 12 third place
0,like said greater storm brighter rainbow collection
0,2019 eye ra pendant done greasy glass neo red night rain uv milli layered opal heavy blue leprechaun outline
0,unfortunately work able make tonight go check heat didnt get enough mgp come august 9th keep party going
0,first go patina piece like turned let know think fire agate silver filled wire available
0,double tap wear sexy blue elephant pendy made tag friend likes elephants
0,various terrain items game tree personal favorite
0,stop weekend check variety products
0,lil sumpin
0,aquarium 1 idea head long time excited finally bring life working hard past year improving functionals could encapsulate micro sculptures clean design piece inspired recent shadowbox dead reef
0,todd lewis beaker looking home
0,little flashback friday making ᗩᗯᗩƙɛᑎɩᑎg uploaded full timelapse youtube channel check interested
0,available piperdanglass mre glass dabiebot collaboration
0,lil always cool cool friends cool stuff x x x collab past
0,amethyst hematite brandberg namibia 95 shipped usa
0,need new peep beautiful bluedream spray nozzle directional fresh
0,peak attachment throwback
0,custom last month homie original design made decided change background tiny bit add small things love came guys think
0,wow say amazing professional photos taken came long way art fest took amazing photos event able really capture colors fume color pipes thanks man much love
0,crispy icy goodness x swipe shots
0,cruel world active child
0,available 5 horned 18mm bowl mibs everywhere 4 hole filter colors siriusly tri color changer atomic stardust uv
0,busted wig wags one heading soon
0,
0,showroom quality 23 window vw bus barn find runs great 71017 miles ask wife dming
0,entries valid inperson come see us wave spell brazilian amethyst quartz crystal ball 2 prizes 2 winners see wave spell
0,hot shot gemini firefade klein recycler swipe right quick video happy friday
0,uv goodness
0,available 65 mismatch rig 1014 removable features 29 linework sections uv 6mm opal coin dm purchasing info cloudy eugene ill get better pics eventually thanks looking
0,summertime sadness sale 35
0,fumeeee job tho could stare piece hours seriously sleeping absolute gem view pics info baby gdglassgallerycom along basically entire inventory ever questions please shoot us dm forget spectacular payment plans available headies
0,excited show favorite collab far pink slyme opaque pinks purples spinner flower flashy opal center dotstacks joint make heart melt could keep one collabs personal collection would beauty next week dm pricing
0,big coins available msg info thanks
0,finally able oxidize polish pendant whatcha think
0,
0,hype train station got terp balls colors dense blue cheese gold ruby couple dope colors chose also featured heady slaughter mech buddy
0,watch video go check last two recent post incident lets come together make happen
0,galaxy spiral made today well
0,dark indicolite tourmaline wrapped sterling silver
0,search looking unoxidized wire wrap birthday present id love see available work infinite love
0,check crazy full illuminati glass chillum dichro tail mushroom accent made swipe check reactive color
0,save date open house art kick back sat august 17th 221 solive ave inside music complimentary drinks provided stop enjoy
0,happy shatterday fam hanging day oneofakind glorious new bipolar opal eyed full uv millie stacked skull pendant one gosh details gem damn charts send home today headyhawaiicom along handful new akm heaters wooooosahhhhh
0,
0,finally found cfl light
0,rocking purple power today also green alien dude encouraging take trip mars today
0,
0,new design done go homie artwork killed one make sure go give gage fam
0,new light makes filming outsideinbong much better sweet watch
0,want let everyone know im stepping back wrapping little store still open ill make things itll much less frequent ive feeling really creatively stale recently im gonna picking outdoor gig months hopefully thatll get funk get back making cool jewelry sometime winter thanks love everyone
0,royal
0,pipe classic 12 first place
0,love everything piece killing like always
0,
0,huge shout getting killer sidecar meaning pick heady dry pipe
0,thanks sick donut borochro tubing one came nice
0,smooth long lasting high diamonds pure clean medication way go man thank trilly providing best best comes concentrates nail slyme green showerhead perc fab tube rig cfl sunset slyme flat top opal cap
0,going skull crazy absolutely phenomenal group skull pendants made friends looking forever homes headyhawaiicom check detail today hope wonderful terp filled weekend
0,amazing amazing followers check function thing
0,taking third place cup hard describe something felt special moment
0,extra mids video little gems nail shachioko awoken cat dabber cap
0,handle honey drip dragon love oil themed pieces honey master pic favorite part rig tag friend whos honey
0,whats guys apologize lack contentcreations still wrapping working technique flow havent happy skill level said feel learned quite lot cant wait create bangers im also happy pendant wrapped copper featuring opal lake superior agates completed back sides give awesome feel hands around neck definitely intend incorporate also plan run auctions stuff working im happy pendant also available message details thanks looking continued support
0,dio right marble time rainbow dark rjd playing background whilst doodling electronically end result
0,yes
0,hatchling making way home
0,recycler con ventanas full color joint 10mmbuen fumingo glasslovers
0,came slang glass
0,okay fave 1 2
0,moved stuff around added things gallery figured wed give mini tour great day everybody
0,ripple
0,awesome sculpture colab years ago cool piece available dm interested
0,anybody know amongst others hand project known switch rideable artscape concrete space designed art music riding sorts looking artist submissions installations please swipe follow video instructions log ridetheswitchorg ʕ
0,brought beauties studio hit availability swipe full layout thanks looking
0,shoutout giving heads months ago super stoked piece
0,going page realism bonsai x x 10mm 2 hole perc plus 4 natty hole perc type whole paragraph try hype piece blah blah blah today think photos enough cheers photo artist
0,blueprint
0,super cute lil cfl reactive potion munchkin cap looking perfect owner headyhawaiicom find posted page 6 weeeeeee
0,ill probably delete theyre finished heres little look em almost done left needs beefing brandberg amethyst ear weights nfs
0,fresh drop got everything need please go check best southern california county
0,tag squad artist
0,fly shit
0,win golden booty go enter original post 2 posts back
0,would like see packaging
0,killed donut recycler available
0,meet figure lighting rig vid doesnt function justice love pipe
0,
0,felt strange urge make cool camping spoon today whittled cedar still finish wonderful day
0,spoon may look lot like previous real twist us coming marble pipe take shape marble centerpiece fact substantial actual piece
0,hey yall go check shes local glass blower amazing skills shes giveaway page dont wait u moss
0,page artist
0,make sunday grind smooth possible collection high end affordable grinders
0,glass dabmascus knives incredibly beautiful would ever buy glass knife stick purely smoking dabbing functional art pieces personally would love one made would definitely keep display probs kitchen tag friend would get one nasty knives
0,shapes colors new dos uno rabbit hole decked amazing colors potioncfl pastel potioncfl ether zen tonic raindrop gold ruby one impressive functions ive procured yet 14mm fitting sold swipe function
0,
0,dot work getting better thanks support feedback
0,hope guys great weekend anything fun ended changing base little snippet working octopus sculpture
0,still working packaging people think idea need get right size pick pluck foam fit inside happy
0,peacock feather microscope took
0,ghouls invasion six new sherlocks block signed numbered dated jim zink tunage cover songs six feet dark funeral
0,tried get better pic gold fume recycler topper rare rainy day spain next one light board hope ypu like one nfs contact info
0,ooh im excited one colors perfect small
0,morning great available giving big thank wanting marks another get buy items get great day
0,beautiful day today great opportunity snag picture gorgeous illegos ones favourite got knows colours went got dichrictotic layer 2 cobalt blue pastel potion believe wonderful day people always keep head remember broken clock right atleast twice day
0,swipe function good morning everyone super busy getting order together nearly complete one many look coming weeks thanks looking
0,
0,throwback
0,pipe classic 13 presented pipe classic 13 featured competitors pipe classic 13 sponsored
0,4 years ago painted mushy earlier year reworked painting completely actually like really love seeing growth far come especially often doubt trying creep brain xo see new version keep swimming keep growing keep painting
0,current wip tripbox art
0,check sick tattoo sent super sick
0,tubing looking nice pretty
0,kush ass hats art art cred dank pinche art work
0,got jaw dropped right folks colors shaping collab dab rig insane make stop watch video like 20 times row dab rig created tag friend needs new pair kicks
0,stoked add gold ruby gem collection thing cool
0,sound people diggin little vid decided post admiring art nature always great clearing mind helping feel relaxed refreshed enjoy pendant
0,follow tag friend artist details stoned jessica rabbit dabber inspired 1988 movie framed roger rabbit recreated using borosilicate glass globfather pure titanium tip msrp 800 shipped lock today 80 using free layaway plan gallery first america offer free layaway plan customer wishes use 10 photos
0,
0,sending hot dab long weekend traveling
0,beep page fax
0,collection recent solo works throwback collaborations talented mind hands dm kelsey swoop one recent solo pendant lines details custom thank everyone supported collaborations years music incredible
0,another amazing image caught ago skilled
0,dm interested pendant features moldavite faceted citrine 925 sterling silver wires 14k gold fill wires
0,hole one epic dabapult shot know trebuchet dabapult sound better made glass piece tag friend would airball shot
0,hand full jellyfish found place world dm would like make one
0,secret white x spacetech
0,first time attempting turtle got lot ideas next time friends daughter made matching pendy well
0,keit
0,made grateful dead egypt 1978 inspired vessel american beauty large section moonstone makes great window view function rip 10mm two hole shredder sand carved inlayed real gold check stokedctcom hit dm questions
0,recently acquired guy
0,
0,citrusy
0,
0,tis beauty beasty another heady masterpiece one favorites honestly even take heat heady gives swipe see talking beast uv reactive beauty also heavy cfl glow already know peep opal dangler front everything swoop flies wonder long take heady find home available online sparkcalicom happy tuesday
0,
0,
0,rainbow bubblecaps fucking kills definitely go check work
0,whos ready quilt wife said quilts got wish im thinking like 3 best colors dispersed real nice one yeah blocks big whoop wanna fight swipe left exercise yer eyes
0,shingles chubby bubby collab ones 485 tall 10mm removable gold fumed fitting side hole perc shreds sips available dm details swipe full layout thanks looking come see person weekend booth 1152 wholesale attendees hit dm find show specials
0,things getting angular lab im making something based clients sketch ive never made anything tech flow first im always challenge scroll right see infinite love
0,really plan another practice pipe made new colors got
0,simply stunning blue dream haterade full phoenix rig made bird lord looking mighty fine front yesterday fiery sunset adopt glorious flying gem headyhawaiicom send straight new home today
0,getting nice dab crunklestein green chug insane never disappoints feel like dabs bigger raging
0,go enter sick giveaway wanting one hot minute good luck everyone win gold dipped bud real og nug 24k gold set brilliant ethiopian opal enter 1 repost image feed tag use 2 like post tag 3 friends comments 3 follow giveaway ends monday 819 midnight pst winner randomly selected announced 820 lets go
0,simply beautiful piece keep
0,
0,
0,got freshly dipped tourmaline spacechip combo deal goin 165 looking adoption
0,goat available purchase contact us via dm
0,introducing smallest spaceship ive ever spun wire3 lil guy spun oxidized copper wire encasing insane spessartite garnet focal
0,
0,uv beautys
0,made couple pendants dude hempfest seattle post others tomorrow vending dude booth 660 sure come say hi x collab lil dichro bot pendy available hempfest weekend dm purchase info
0,ay everyone showing interest acquiring ancient currency open work trades anyone especially glass artists asking get pricey plenty affordable early greek civilizations bronzesilver collection mainly focuses roman empire though
0,
0,daily routine another shot denver show nobody cares work harder tour
0,love new one two scoops able make kurts last pop event
0,man im rocked hope one knock night really trying cut nicotine general especially two hours bed see say though sfv seriously gives relaxed feeling havent awhile always appreciate company cares consumers put bodies
0,yoshi sunset slyme clear three hole stem 3 holes14 mm affordable hit looking great piece
0,
0,primarily regarded
0,make sure go check amazing artist wide variety pieces
0,decided smoke half joint smoke rest bong man oh man
0,
0,expanding horizons st0ked newest creation first detailed two wires bead like started wrapping 4 years ago long time coming babies always felt intimidated making rings afraid going mess waste precious metal flip scraps yesterday said fck anyways oxidized copper rainbow moonstone follow art page depth pictures come piece many
0,shingles chubby bubby collab ones 485 tall 10mm removable gold fumed fitting side hole perc shreds sips available dm details swipe full layout thanks looking
0,illuminati dichro elephant
0,amazing pieces
0,shingles chubby bubby collab ones 485 tall 10mm removable gold fumed fitting side hole perc shreds sips available dm details swipe full layout thanks looking
0,recycled jars repurposed glasses
0,potion jar nice fumes
0,tag stoners yup sounds right dont forget add dabs well shouldnt stocked many sativas else stays night smoking stash follow stay tuned turn post notifications top right hand corner
0,one love new travel pack
0,terpy tuesdays downtown portland
0,nfs got moms
0,
0,whew thats bright small available etsy pagelink bio
0,thank go follow boring reposted swimming sunlight visuals track sunrise ever talented never ceases amaze able share talents people across world take granted forever grateful alive moment time note original video slow motion capture american river
0,late night early morning wood burn time lapse
0,work progress
0,swipe function lovely antidote purple lilac horned demon morning another going thanks looking great day
0,happy great go day away giving 1 home stores order thanks much great day
0,posted happy great go day away giving 1 home stores order thanks much great day
0,held long time see compete pipe classic well worth wait chris witnessed many pipe classics pulling trigger getting ballot voted showed guns blazing never lowered intensity narrowly missed game ending encounter 13th competitor pipe classic hardcore
0,glass dabbers built carb caps made og ones new school ones stock dania beach fl hookah e cigarettes mods vapor ejuice pipes waterpipes tobacco accessories glass art
0,glass dabbers built carb caps made og ones new school ones stock dania beach fl hookah e cigarettes mods vapor ejuice pipes waterpipes tobacco accessories glass art
0,blue shift pastel potion face chop 4 hole diffuser super unique watching head fill smoke happy hump day keep terps flowing one love traded
0,blue shift pastel potion face chop 4 hole diffuser super unique watching head fill smoke happy hump day keep terps flowing one love traded
0,heady classic dewar push bowl bubbler arrive soon get name list receive 1st picks next drop wwwsmokersbydesigncom
0,heady classic dewar push bowl bubbler arrive soon get name list receive 1st picks next drop wwwsmokersbydesigncom
0,look hybrid piece finished last night big lesson learned types pieces new stock lands today spot expecting options choose soon
0,look hybrid piece finished last night big lesson learned types pieces new stock lands today spot expecting options choose soon
0,check friends finally got fresh piece bench wanted classy coaster dab mat padauk chosen base couldnt agree choice something fire orange glow
0,check friends finally got fresh piece bench wanted classy coaster dab mat padauk chosen base couldnt agree choice something fire orange glow
0,
0,
0,
0,
0,check bangin spaceship ring set rockin pink sapphire ring 4 amethyst accompanying focal spun suit 14k goldfilled wire patinad wire ring accents lovely amethyst pendant spun 14k goldfill 999 argentium fine silver comment like love input
0,damn good lookin 10mm pomegranate recycler created baby shreds dumps bubbles please hit questions enjoy day
0,gang recyclers slides available check korey story highlight photos pricing
0,minnie head pendant
0,hamsa number 44 featuring 8mm opal pupil available
0,need get new phone better camera frusterating anyway newest addition love guys available guys love tanzanite stak nala tourmaline australian opals sri lanka star saphire emerald blue green sri lanka saphire spessartine garnet pink orange zircon set silver filled wire let know think
0,works helping help
0,since posted time lapse yall definitely forgot could song tetsuos redemption
0,beauty bend space time continuum could warp space time would go visuals
0,x since got water test new one heading collab
0,two go nfs
0,special drop link bio listed two brand new pieces website everything sale please go check scoop something tell ya friends get outtttta cuhhh need move work let make shit happen ps keep eyes peeled special auction tomorrow 9am turn post notifications tickles fancy
0,carta devices great go use even daily use theyre super hot right know get hands em used carta yet
0,almost 1000 followers 10 people see post anyways like comment send back algorithm thus helping going start posting wanted guys able see fee free repost stuff tag wanted
0,stay juicy friends absolutely crushed epic new gold ruby grapefruit sliced minion rig grabs headyhawaiicom incredible guy much character features signature lyon glass textured lemonlike body devil horns holds gorgeous grapefruit slice hands check today along ton fresh new gems posted
0,love japanese glass
0,gram got good rig banger cap
0,red hot glass blue grass state glass instructor worked piece show secret behind fuming
0,absolute amazing birthday gift homie proud beauty
0,forgot take pics tiny bowl made nights back perfect sure gonna hard time letting go haha really loved cane lasted
0,ever wonder brush hair ever wonder look put together fashionable know comment favorite style routine ad brushes
0,whoaaah 15oz light vibration marble pipe magnificently sparkling sun energy vibrations strong one
0,ancient vessels future birddogg 2018 man wrote best pleased finally share another set vessels guys well delving ancient vessels cultures idea may defined future vessels people 2500 wonder hell well art form evolving glass medium like time history also happening conjunction social awakening consciousness cultural revolution pertains marijuana vessels design loosely modeled basic vase shape call simple form complex design superb function timeless longevity much love homie amazing photographer helping document pieces countless others thanks looking awesome day
0,custom smurf puffco peak attachment boy
0,check new products
0,dichro one favorite features glass artwork way shines sunlight like shots x collaboration torch hope everyone awesome day
0,every time come around tell looking dabbing using tubo de erva sagrada que ayawake quartz banger bubble cap song x x church
0,good morning sunny side las vegas make sure place orders today free local pickup also find products
0,factory teaser coming hot
0,5th grade class president promised longer recesses campaign speech learned say anything true leaders liars vote subscribing youtube
0,throwback style puff 2k18 lapel pin noro x nuggs collab still available available keepitawkwardcom link bio
0,coming home today stoked add piece art collection killed collab
0,got neat little group sherlocks available currently working stacking chillums discflip drawings spoons keeping busy shuffled kiddo school year dm info
0,devil soldier
0,cannonball swimtrunks
0,cannonball swimtrunks
0,new piece never released
0,fans notice rappers bogus im supercalifragalisticexpialidocious boys stay kickin incredibly dope shit make momma proud cause clothes fit made little sculptural pendant macs character kids album cover day really stoked turned ones headed make custom order different gestures please dm youd like one definitely keeping small run
0,never got around posting came home month ago work fiancé making krusty clown clay stoked came always loved small niknaks
0,eye candy luv c radio song two feet happy fractal friday great weekend
0,customs finished client wife found buffalo nickel hiking made special project happy turned
0,sprayed hallways hs football team today surprise 1st game hope love
0,four hours left traffic flowing thanks everyone stopped far good luck vendors thing
0,four hours left traffic flowing thanks everyone stopped far good luck vendors thing
0,bubblecap
0,bubblecap
0,legend arthur knights roundtable began search grail began darkest part forest knew sought would found place desire go least wasnt nice story though maybe end thats really searching nice story collage
0,legend arthur knights roundtable began search grail began darkest part forest knew sought would found place desire go least wasnt nice story though maybe end thats really searching nice story collage
0,x
0,x
0,check new dual screen high 5 30mm enails available lsdgallerycom use code lsd10 10 save eliminate butane
0,check new dual screen high 5 30mm enails available lsdgallerycom use code lsd10 10 save eliminate butane
0,sagan x robin hood
0,sagan x robin hood
0,x thanks friends assist
0,x thanks friends assist
0,finished minis able grab photo three started raining always fun make fanart
0,finished minis able grab photo three started raining always fun make fanart
0,nfs custom 3x takefumi style
0,nfs custom 3x takefumi style
0,little big drip
0,little big drip
0,see never look sober looked kill rat turn cobra
0,
0,throwback homie came old shop hittin right feels
0,
0,got done
0,stoked come back throw predickss9 throw back nice little jammer
0,x photo
0,finally got baby back action
0,made new piece never released
0,reminder anyone 1820 illinois age tobacco products wisconsin still 18
0,stack hubble pyramid rig
0,custom nfs look flashy labradorite loving lab looks wrapped oxidized copper really brings colors flash stone pieces labradorite available custom wraps message comment
0,another sick piece
0,head learn blow glass safe way
